driver_id,full_name,lat,lon,battery,timestamp,archived_at
DRV_004,Badou NDIAYE,14.735003,-17.46178,44,1771937228,2026-02-24T12:47:09.016019
DRV_001,Amadou BA,14.721618,-17.470239,23,1771937234,2026-02-24T12:47:14.079309
DRV_002,Mouhamed SOW,14.726991,-17.449166,47,1771937234,2026-02-24T12:47:14.184055
DRV_003,Ousmane DIOP,14.744983,-17.489822,6,1771937234,2026-02-24T12:47:14.338319
DRV_004,Badou NDIAYE,14.736109,-17.460535,48,1771937234,2026-02-24T12:47:14.465141
DRV_001,Amadou BA,14.723528,-17.470634,73,1771937239,2026-02-24T12:47:19.564387
DRV_002,Mouhamed SOW,14.726878,-17.449985,87,1771937239,2026-02-24T12:47:19.638106
DRV_003,Ousmane DIOP,14.744653,-17.490122,9,1771937239,2026-02-24T12:47:19.680641
DRV_004,Badou NDIAYE,14.737171,-17.462053,22,1771937239,2026-02-24T12:47:19.725836
DRV_001,Amadou BA,14.723851,-17.47039,95,1771937244,2026-02-24T12:47:24.729155
DRV_002,Mouhamed SOW,14.727874,-17.451788,78,1771937244,2026-02-24T12:47:24.779856
DRV_003,Ousmane DIOP,14.746546,-17.491272,13,1771937244,2026-02-24T12:47:24.822570
DRV_004,Badou NDIAYE,14.738642,-17.463699,61,1771937244,2026-02-24T12:47:24.915210
DRV_001,Amadou BA,14.723646,-17.469163,62,1771937249,2026-02-24T12:47:29.911517
DRV_002,Mouhamed SOW,14.726568,-17.449851,60,1771937249,2026-02-24T12:47:29.986849
DRV_003,Ousmane DIOP,14.747084,-17.490065,6,1771937249,2026-02-24T12:47:30.042866
DRV_004,Badou NDIAYE,14.73879,-17.465362,86,1771937249,2026-02-24T12:47:30.074892
DRV_001,Amadou BA,14.725406,-17.470174,99,1771937255,2026-02-24T12:47:35.098763
DRV_002,Mouhamed SOW,14.725752,-17.448381,54,1771937255,2026-02-24T12:47:35.209930
DRV_003,Ousmane DIOP,14.74698,-17.488451,13,1771937255,2026-02-24T12:47:35.273985
DRV_004,Badou NDIAYE,14.737164,-17.467067,20,1771937255,2026-02-24T12:47:35.303680
DRV_001,Amadou BA,14.724098,-17.471903,66,1771937260,2026-02-24T12:47:40.361754
DRV_002,Mouhamed SOW,14.724643,-17.446693,51,1771937260,2026-02-24T12:47:40.476181
DRV_003,Ousmane DIOP,14.745691,-17.487214,9,1771937260,2026-02-24T12:47:40.574343
DRV_004,Badou NDIAYE,14.737693,-17.467605,23,1771937260,2026-02-24T12:47:40.649062
DRV_001,Amadou BA,14.723835,-17.471985,91,1771937265,2026-02-24T12:47:45.686019
DRV_002,Mouhamed SOW,14.72598,-17.447381,39,1771937265,2026-02-24T12:47:45.731296
DRV_003,Ousmane DIOP,14.746013,-17.485591,7,1771937265,2026-02-24T12:47:45.752896
DRV_004,Badou NDIAYE,14.739228,-17.466921,55,1771937265,2026-02-24T12:47:45.895718
DRV_001,Amadou BA,14.724862,-17.473727,98,1771937270,2026-02-24T12:47:50.872942
DRV_002,Mouhamed SOW,14.725062,-17.445797,84,1771937270,2026-02-24T12:47:50.905904
DRV_003,Ousmane DIOP,14.744893,-17.486659,5,1771937270,2026-02-24T12:47:50.942347
DRV_004,Badou NDIAYE,14.739207,-17.465613,90,1771937270,2026-02-24T12:47:50.959677
DRV_001,Amadou BA,14.725815,-17.474458,84,1771937275,2026-02-24T12:47:55.953978
DRV_002,Mouhamed SOW,14.723979,-17.44755,62,1771937275,2026-02-24T12:47:55.976540
DRV_003,Ousmane DIOP,14.746768,-17.487826,12,1771937275,2026-02-24T12:47:56.003093
DRV_004,Badou NDIAYE,14.737397,-17.464748,31,1771937275,2026-02-24T12:47:56.033534
DRV_001,Amadou BA,14.726811,-17.474504,43,1771937281,2026-02-24T12:48:01.066604
DRV_002,Mouhamed SOW,14.725775,-17.447844,37,1771937281,2026-02-24T12:48:01.101600
DRV_003,Ousmane DIOP,14.746137,-17.486084,14,1771937281,2026-02-24T12:48:01.124887
DRV_004,Badou NDIAYE,14.736626,-17.466335,79,1771937281,2026-02-24T12:48:01.147086
DRV_001,Amadou BA,14.728203,-17.476323,28,1771937286,2026-02-24T12:48:06.156302
DRV_002,Mouhamed SOW,14.724201,-17.447686,54,1771937286,2026-02-24T12:48:06.184950
DRV_003,Ousmane DIOP,14.746267,-17.484782,12,1771937286,2026-02-24T12:48:06.225184
DRV_004,Badou NDIAYE,14.734669,-17.46767,87,1771937286,2026-02-24T12:48:06.241222
DRV_001,Amadou BA,14.728361,-17.476133,26,1771937291,2026-02-24T12:48:11.240837
DRV_002,Mouhamed SOW,14.724498,-17.446146,73,1771937291,2026-02-24T12:48:11.271057
DRV_003,Ousmane DIOP,14.747587,-17.484812,12,1771937291,2026-02-24T12:48:11.302790
DRV_004,Badou NDIAYE,14.7343,-17.467465,38,1771937291,2026-02-24T12:48:11.329517
DRV_001,Amadou BA,14.727313,-17.47576,31,1771937296,2026-02-24T12:48:16.470486
DRV_002,Mouhamed SOW,14.723909,-17.446564,70,1771937296,2026-02-24T12:48:16.583037
DRV_003,Ousmane DIOP,14.748753,-17.484927,5,1771937296,2026-02-24T12:48:16.633881
DRV_004,Badou NDIAYE,14.735511,-17.466543,34,1771937296,2026-02-24T12:48:16.723655
DRV_001,Amadou BA,14.72616,-17.477246,60,1771937301,2026-02-24T12:48:21.799248
DRV_002,Mouhamed SOW,14.722878,-17.445194,41,1771937301,2026-02-24T12:48:21.872954
DRV_003,Ousmane DIOP,14.749651,-17.484362,13,1771937301,2026-02-24T12:48:21.920276
DRV_004,Badou NDIAYE,14.734355,-17.466018,23,1771937301,2026-02-24T12:48:22.003772
DRV_001,Amadou BA,14.72811,-17.479159,35,1771937306,2026-02-24T12:48:27.010621
DRV_002,Mouhamed SOW,14.721986,-17.445207,68,1771937307,2026-02-24T12:48:27.086644
DRV_003,Ousmane DIOP,14.749768,-17.486346,13,1771937307,2026-02-24T12:48:27.121902
DRV_004,Badou NDIAYE,14.73444,-17.466222,23,1771937307,2026-02-24T12:48:27.158811
DRV_001,Amadou BA,14.727258,-17.477513,71,1771937312,2026-02-24T12:48:32.184640
DRV_002,Mouhamed SOW,14.721058,-17.446882,45,1771937312,2026-02-24T12:48:32.213125
DRV_003,Ousmane DIOP,14.749486,-17.485598,10,1771937312,2026-02-24T12:48:32.239218
DRV_004,Badou NDIAYE,14.732826,-17.466602,53,1771937312,2026-02-24T12:48:32.253053
DRV_001,Amadou BA,14.729252,-17.479403,61,1771937317,2026-02-24T12:48:37.259338
DRV_002,Mouhamed SOW,14.72034,-17.446054,36,1771937317,2026-02-24T12:48:37.290230
DRV_003,Ousmane DIOP,14.749291,-17.486906,10,1771937317,2026-02-24T12:48:37.329767
DRV_004,Badou NDIAYE,14.73215,-17.465461,86,1771937317,2026-02-24T12:48:37.345383
DRV_001,Amadou BA,14.729531,-17.480468,86,1771937322,2026-02-24T12:48:42.354356
DRV_002,Mouhamed SOW,14.722144,-17.446792,27,1771937322,2026-02-24T12:48:42.388973
DRV_003,Ousmane DIOP,14.749895,-17.486188,12,1771937322,2026-02-24T12:48:42.422322
DRV_004,Badou NDIAYE,14.731268,-17.463758,83,1771937322,2026-02-24T12:48:42.455694
DRV_001,Amadou BA,14.731052,-17.481841,57,1771937327,2026-02-24T12:48:47.450718
DRV_002,Mouhamed SOW,14.723147,-17.447108,74,1771937327,2026-02-24T12:48:47.481548
DRV_003,Ousmane DIOP,14.749902,-17.485473,8,1771937327,2026-02-24T12:48:47.497603
DRV_004,Badou NDIAYE,14.730176,-17.465384,99,1771937327,2026-02-24T12:48:47.522452
DRV_001,Amadou BA,14.729866,-17.480876,88,1771937332,2026-02-24T12:48:52.530051
DRV_002,Mouhamed SOW,14.724341,-17.445657,81,1771937332,2026-02-24T12:48:52.562912
DRV_003,Ousmane DIOP,14.751587,-17.486343,13,1771937332,2026-02-24T12:48:52.581190
DRV_004,Badou NDIAYE,14.72884,-17.466962,85,1771937332,2026-02-24T12:48:52.629180
DRV_001,Amadou BA,14.728612,-17.479186,57,1771937337,2026-02-24T12:48:57.683268
DRV_002,Mouhamed SOW,14.724565,-17.444128,68,1771937337,2026-02-24T12:48:57.889560
DRV_003,Ousmane DIOP,14.750012,-17.486404,12,1771937337,2026-02-24T12:48:57.917573
DRV_004,Badou NDIAYE,14.728367,-17.468178,46,1771937337,2026-02-24T12:48:57.950578
DRV_001,Amadou BA,14.726668,-17.480778,24,1771937342,2026-02-24T12:49:02.762167
DRV_002,Mouhamed SOW,14.725606,-17.444493,23,1771937342,2026-02-24T12:49:02.804815
DRV_003,Ousmane DIOP,14.750865,-17.485761,8,1771937342,2026-02-24T12:49:02.856522
DRV_004,Badou NDIAYE,14.727466,-17.468148,55,1771937342,2026-02-24T12:49:02.879949
DRV_001,Amadou BA,14.728249,-17.481412,89,1771937347,2026-02-24T12:49:07.892747
DRV_002,Mouhamed SOW,14.725835,-17.446036,89,1771937347,2026-02-24T12:49:07.921588
DRV_003,Ousmane DIOP,14.752299,-17.485834,7,1771937347,2026-02-24T12:49:07.979896
DRV_004,Badou NDIAYE,14.728053,-17.466413,100,1771937347,2026-02-24T12:49:08.044643
DRV_001,Amadou BA,14.72714,-17.479907,42,1771937353,2026-02-24T12:49:13.168435
DRV_002,Mouhamed SOW,14.724354,-17.446854,24,1771937353,2026-02-24T12:49:13.226650
DRV_003,Ousmane DIOP,14.753468,-17.486546,7,1771937353,2026-02-24T12:49:13.262106
DRV_004,Badou NDIAYE,14.728334,-17.467631,74,1771937353,2026-02-24T12:49:13.281080
DRV_001,Amadou BA,14.725809,-17.479657,24,1771937358,2026-02-24T12:49:18.280504
DRV_002,Mouhamed SOW,14.723827,-17.446231,54,1771937358,2026-02-24T12:49:18.315312
DRV_003,Ousmane DIOP,14.753465,-17.48832,6,1771937358,2026-02-24T12:49:18.339537
DRV_004,Badou NDIAYE,14.729156,-17.466663,86,1771937358,2026-02-24T12:49:18.364988
DRV_001,Amadou BA,14.724298,-17.47815,56,1771937363,2026-02-24T12:49:23.377273
DRV_002,Mouhamed SOW,14.725474,-17.447837,42,1771937363,2026-02-24T12:49:23.408569
DRV_003,Ousmane DIOP,14.75481,-17.486713,5,1771937363,2026-02-24T12:49:23.439546
DRV_004,Badou NDIAYE,14.729138,-17.468412,36,1771937363,2026-02-24T12:49:23.460836
DRV_001,Amadou BA,14.725248,-17.477754,20,1771937368,2026-02-24T12:49:28.480438
DRV_002,Mouhamed SOW,14.72523,-17.446924,79,1771937368,2026-02-24T12:49:28.516170
DRV_003,Ousmane DIOP,14.754697,-17.486584,13,1771937368,2026-02-24T12:49:28.532865
DRV_004,Badou NDIAYE,14.72736,-17.468587,58,1771937368,2026-02-24T12:49:28.554041
DRV_001,Amadou BA,14.724079,-17.476525,38,1771937373,2026-02-24T12:49:33.556399
DRV_002,Mouhamed SOW,14.723754,-17.446416,95,1771937373,2026-02-24T12:49:33.604288
DRV_003,Ousmane DIOP,14.754057,-17.485177,14,1771937373,2026-02-24T12:49:33.650973
DRV_004,Badou NDIAYE,14.72732,-17.46754,49,1771937373,2026-02-24T12:49:33.668005
DRV_001,Amadou BA,14.72548,-17.476957,87,1771937378,2026-02-24T12:49:38.697977
DRV_002,Mouhamed SOW,14.724772,-17.444693,39,1771937378,2026-02-24T12:49:38.722849
DRV_003,Ousmane DIOP,14.753093,-17.483213,9,1771937378,2026-02-24T12:49:38.736423
DRV_004,Badou NDIAYE,14.729309,-17.468641,56,1771937378,2026-02-24T12:49:38.755370
DRV_001,Amadou BA,14.724075,-17.475486,89,1771937383,2026-02-24T12:49:43.751327
DRV_002,Mouhamed SOW,14.726107,-17.445607,41,1771937383,2026-02-24T12:49:43.778611
DRV_003,Ousmane DIOP,14.753777,-17.481807,11,1771937383,2026-02-24T12:49:43.805043
DRV_004,Badou NDIAYE,14.730714,-17.468752,43,1771937383,2026-02-24T12:49:43.828866
DRV_001,Amadou BA,14.724478,-17.475344,74,1771937388,2026-02-24T12:49:48.865725
DRV_002,Mouhamed SOW,14.724395,-17.446874,98,1771937388,2026-02-24T12:49:48.915982
DRV_003,Ousmane DIOP,14.752909,-17.483117,8,1771937388,2026-02-24T12:49:48.947581
DRV_004,Badou NDIAYE,14.729117,-17.468252,35,1771937388,2026-02-24T12:49:48.963394
DRV_001,Amadou BA,14.726162,-17.474823,90,1771937393,2026-02-24T12:49:53.994822
DRV_002,Mouhamed SOW,14.725555,-17.446248,90,1771937393,2026-02-24T12:49:54.041151
DRV_003,Ousmane DIOP,14.75192,-17.482938,14,1771937394,2026-02-24T12:49:54.064014
DRV_004,Badou NDIAYE,14.729866,-17.470143,46,1771937394,2026-02-24T12:49:54.075651
DRV_001,Amadou BA,14.726335,-17.476101,56,1771937399,2026-02-24T12:49:59.075895
DRV_002,Mouhamed SOW,14.727401,-17.445264,46,1771937399,2026-02-24T12:49:59.129318
DRV_003,Ousmane DIOP,14.751199,-17.481204,5,1771937399,2026-02-24T12:49:59.165103
DRV_004,Badou NDIAYE,14.728804,-17.471694,68,1771937399,2026-02-24T12:49:59.191464
DRV_001,Amadou BA,14.726486,-17.475165,97,1771937404,2026-02-24T12:50:04.215157
DRV_002,Mouhamed SOW,14.728617,-17.444264,34,1771937404,2026-02-24T12:50:04.277510
DRV_003,Ousmane DIOP,14.752109,-17.48146,9,1771937404,2026-02-24T12:50:04.309190
